WCSS,Connectivity
130.66139754355436,0.0
97.38896096289312,6.273809523809524
96.95157147205961,10.091666666666665
97.8168300993785,5.128571428571428
128.03048986478527,3.9623015873015874
97.82318760509389,4.476984126984127
130.90627964522741,0.0
97.4033760947058,6.273809523809524
97.04186509080223,10.091666666666665
128.04941645225747,3.9623015873015874
97.94119149966127,4.476984126984127
130.92155423854456,0.0
97.43127183561164,6.925396825396826
97.45856206537783,6.273809523809524
97.21420822690534,13.470634920634916
97.36829575115271,10.091666666666665
128.2906470946944,3.9623015873015874
97.95222380125006,4.476984126984127
97.95222380125006,4.476984126984127
131.086207002349,0.0
97.52186296563036,6.925396825396826
97.58560466040224,6.273809523809524
97.40469475274767,10.091666666666665
128.29501251586896,3.9623015873015874
97.97114854082551,4.476984126984127
131.14813875526102,0.0
97.60267519149201,6.273809523809524
97.40835346649766,10.091666666666665
128.5249527830154,3.9623015873015874
97.98548173504874,4.476984126984127
131.17222325384208,0.0
97.61063688300693,6.273809523809524
97.43024696526832,10.091666666666665
128.55134104692092,3.9623015873015874
98.12775917982921,5.128571428571428
98.13346039081614,4.476984126984127
131.32448761191023,0.0
131.32448761191023,0.0
131.2522362383613,3.63015873015873
97.61849890451475,6.273809523809524
97.6136334630281,9.652777777777779
97.54812546797406,10.091666666666665
128.61313322281381,3.9623015873015874
98.19352070113597,4.476984126984127
131.38156528089854,0.0
131.32829066026682,3.63015873015873
97.62573481266074,6.273809523809524
97.61985851077205,9.652777777777779
97.55612961677743,10.091666666666665
128.68308578214203,3.9623015873015874
98.21958290374147,4.476984126984127
98.21524388602441,5.128571428571428
131.41155082131704,0.0
97.69696132654408,6.273809523809524
97.6192864347351,10.091666666666665
97.55877460206504,13.470634920634916
128.71028655032194,3.9623015873015874
128.71028655032194,3.9623015873015874
128.71028655032194,3.9623015873015874
98.26895473016629,4.476984126984127
131.47278796077606,0.0
97.78568186109266,6.273809523809524
97.6437232282918,10.091666666666665
128.7149982483311,3.9623015873015874
98.27373213503176,5.128571428571428
98.2987592326707,4.476984126984127
131.47535985651237,0.0
97.80161225849955,6.273809523809524
97.67724570095518,10.091666666666665
97.64701385912203,10.394444444444444
128.7469539929153,3.9623015873015874
98.27519620235512,5.128571428571428
98.30124233083274,4.476984126984127
131.5569999040818,0.0
97.83397407661076,6.273809523809524
97.68312992775446,10.091666666666665
97.65456643184723,10.743253968253965
128.7470531249554,3.9623015873015874
98.35899391044539,4.476984126984127
131.69544992680824,0.0
102.76584480773762,5.88968253968254
102.63907205891704,8.919841269841267
101.55328451382911,11.6515873015873
101.62263421516488,11.489285714285712
131.85908091260563,0.0
99.0480508044653,14.24404761904761
99.0357426425116,23.019841269841265
128.02893055736484,3.9623015873015874
99.30179122382668,12.159523809523801
102.8023530961701,5.88968253968254
101.68215204150206,11.6515873015873
102.01120344072098,11.489285714285712
131.8845984084529,0.0
99.1170930545391,19.090079365079365
128.04557682122106,3.9623015873015874
99.41335164836752,17.532142857142855
99.52017090220441,12.159523809523801
102.86016874742516,5.88968253968254
101.87651548438953,11.6515873015873
102.1160282124891,11.489285714285712
131.93695440189992,0.0
131.93695440189992,0.0
99.30129883685606,23.019841269841265
128.0737429474405,3.9623015873015874
99.44256879708415,19.090079365079365
99.50666546913733,17.532142857142855
99.43182901721158,21.261904761904763
99.80560730294498,12.159523809523801
102.95883482684022,5.88968253968254
101.89320653638015,11.6515873015873
102.1500924322147,11.489285714285712
131.95274183776849,0.0
99.37599763910578,23.019841269841265
128.08240733539353,3.9623015873015874
99.46385302126849,19.090079365079365
99.57489943957849,17.532142857142855
100.02287573483686,12.159523809523801
100.02287573483686,12.159523809523801
99.83286868859128,16.415873015873007
99.84126300758061,15.225396825396816
103.03763362299624,8.859126984126984
103.03763362299624,8.859126984126984
103.02819303755317,8.919841269841267
103.07796430056439,5.88968253968254
101.9163693214942,11.6515873015873
102.17970231575218,11.489285714285712
132.13046428041636,0.0
132.13046428041636,0.0
128.08633309774427,3.9623015873015874
99.46454217487084,19.090079365079365
99.46454217487084,19.090079365079365
100.38129530568659,14.331349206349193
100.30298513634077,14.694841269841266
100.6844182303691,13.383730158730152
101.29999128455562,12.29603174603174
99.8407699454646,17.005555555555546
99.8542609310025,15.225396825396816
103.04811010444232,8.919841269841267
103.10919157494945,5.88968253968254
102.03179742124021,11.6515873015873
101.98564631305243,12.133730158730156
102.19052289262737,11.489285714285712
132.15143089268528,0.0
128.12063630037213,3.9623015873015874
99.58843599560095,19.090079365079365
100.41343495564678,14.331349206349193
100.91772021924193,13.383730158730152
101.31722989732503,12.29603174603174
100.07044124556347,15.225396825396816
103.71147937175843,5.88968253968254
102.3522648468147,11.489285714285712
132.1754325435849,0.0
128.1387949892721,3.9623015873015874
99.61535461476562,19.090079365079365
100.63325916315037,14.694841269841266
100.92735536639094,13.383730158730152
101.64788359197499,12.29603174603174
101.34352618299525,12.961507936507934
100.12590356117433,15.225396825396816
135.46182534975068,0.0
130.52207675374598,0.0
98.93943076510631,4.476984126984127
128.19643738940565,3.9623015873015874
98.01041899543472,6.925396825396826
97.87539791163073,10.091666666666665
97.19987104442717,13.773412698412695
98.1834062196339,6.273809523809524
97.2858771894284,13.470634920634916
130.6408470579482,0.0
130.6408470579482,0.0
99.44195792886593,4.476984126984127
99.02750759137886,5.128571428571428
128.19644058665102,3.9623015873015874
98.14694728044167,10.091666666666665
98.14580881549463,10.394444444444444
98.33011447260674,6.273809523809524
97.28863110310728,13.773412698412695
97.28863110310728,13.773412698412695
97.31369417165446,13.470634920634916
130.65370170206182,0.0
99.50022135901166,4.476984126984127
99.21614852187044,5.128571428571428
128.21376692126307,3.9623015873015874
98.27871002726862,10.394444444444444
98.19096733849616,11.046031746031744
98.36250161374409,6.273809523809524
98.3525948929352,9.652777777777779
97.42535904875047,13.470634920634916
97.3798571296143,13.773412698412695
130.65985984921713,0.0
99.7275671163393,4.476984126984127
99.24471948334963,5.128571428571428
128.4097409766664,3.9623015873015874
98.5881812911352,6.273809523809524
98.38735986831198,9.652777777777779
97.52876489463291,13.470634920634916
97.3820460171536,13.773412698412695
131.09215351685089,0.0
99.79826189148258,4.476984126984127
99.2542041281105,5.128571428571428
128.43718710421527,3.9623015873015874
98.5895587313823,6.273809523809524
98.42303581500428,9.652777777777779
98.39419482884992,10.091666666666665
97.84467552215226,13.470634920634916
97.52740545784731,18.89087301587301
97.67375999288394,15.552380952380947
97.71897661737889,14.122222222222216
131.0994467801267,0.0
99.83197651507066,4.476984126984127
99.38845410121938,5.128571428571428
128.48721292293203,3.9623015873015874
98.62289962762696,6.273809523809524
98.57325485038373,9.652777777777779
98.46612156900483,10.091666666666665
98.45334128270646,10.394444444444444
97.95768150709402,13.470634920634916
97.7082441047992,17.111904761904757
97.76957710787853,14.122222222222216
131.22284086527898,0.0
99.85180751076348,4.476984126984127
99.50531900734455,5.128571428571428
